	gold	Bitcon
275	1260.716243	1103.974732
276	1260.160145	1088.41754
277	1259.406805	1132.112152
278	1258.397567	1119.595448
279	1257.694385	1218.075178
280	1257.694385	1217.649317
281	1257.694385	1183.276456
282	1255.057297	1196.928628
283	1254.451873	1143.530596
284	1253.686307	1145.687842
285	1252.701125	1089.093685
286	1252.058194	1142.100831
287	1252.058194	1095.919287
288	1252.058194	1016.567788
289	1249.829206	987.0104231
290	1249.442282	893.0826866
291	1248.941079	858.2092464
292	1248.269371	768.8038598
293	1247.992326	793.8366062
294	1247.992326	725.0301784
295	1247.992326	628.8120962
296	1247.204936	588.4542107
297	1247.686499	490.0033413
298	1248.116129	457.0049456
299	1248.436821	375.9098436
300	1249.211633	415.6487664
301	1249.211633	367.8360959
302	1249.211633	298.7293209
303	1251.893297	291.3752889
304	1253.347377	231.5468647
305	1254.775822	242.4717334
306	1256.110567	210.2432744
307	1257.902399	303.3982542
308	1257.902399	313.1227533
309	1257.902399	305.2129643
310	1263.516385	362.2221112
311	1265.860081	369.3973225
312	1268.109803	449.4084497
313	1270.183343	487.7590406
314	1272.618161	652.3645052
315	1272.618161	733.7591765
316	1272.618161	797.0591713
317	1279.47228	924.1125356
318	1281.97031	999.4406985
319	1284.235325	1144.973361
320	1286.182957	1245.467096
321	1288.351071	1468.092698
322	1288.351071	1602.652907
323	1288.351071	1713.557255
324	1293.603624	1881.985297
325	1295.327891	1991.841953
326	1296.718764	2164.506723
327	1297.706757	2284.266659
328	1298.846305	2517.917662
329	1298.846305	2654.995286
330	1298.846305	2759.761301
331	1300.783178	2913.376812
332	1301.389857	2999.865227
333	1301.689152	3140.866431
334	1301.629986	3221.071712
335	1301.783994	3407.823745
336	1301.783994	3491.342628
337	1301.783994	3536.704148
338	1301.279523	3626.001099
339	1301.281513	3644.291048
340	1301.092786	3714.332175
341	1300.665214	3721.997041
342	1300.570354	3835.849058
343	1300.570354	3847.34316
344	1300.570354	3822.777477
345	1299.990876	3845.42747
346	1300.162396	3801.466673
347	1300.21949	3814.676348
348	1300.098279	3771.834676
349	1300.352992	3842.27095
350	1300.352992	3818.046931
351	1300.352992	3765.892782
352	1300.352992	3769.329567
353	1301.398247	3714.582845
354	1302.291226	3725.290011
355	1302.937513	3687.892147
356	1303.875908	3771.195907
357	1303.875908	3766.567487
358	1303.875908	3739.885858
359	1305.843729	3773.686845
360	1306.58901	3753.102114
361	1307.044984	3800.595045
362	1307.131764	3801.383559
363	1307.392447	3923.034598
364	1307.392447	3955.691431
365	1307.392447	3964.060072
366	1306.706951	4029.585462
367	1306.40472	4036.420572
368	1305.759457	4106.189558
369	1304.710783	4123.434224
370	1303.822588	4255.227788
371	1303.822588	4291.416566
372	1303.822588	4296.615351
373	1299.826905	4352.386872
374	1298.538639	4343.208312
375	1296.999995	4391.226033
376	1295.168805	4381.687946
377	1293.625122	4482.537859
378	1293.625122	4484.632912
379	1293.625122	4453.71052
380	1288.54865	4472.53598
381	1287.221922	4426.834589
382	1285.811079	4440.010372
383	1284.272241	4398.541884
384	1283.180489	4471.540447
385	1283.180489	4450.932957
386	1283.180489	4403.396711
387	1280.321542	4412.478327
388	1279.975568	4364.501455
389	1279.637633	4383.266138
390	1279.243969	4355.430854
391	1279.348552	4450.063058
392	1279.348552	4458.820638
393	1279.348552	4447.891799
394	1280.1658	4500.125377
395	1281.001324	4500.956009
396	1281.788154	4573.126538
397	1282.443546	4602.098092
398	1283.504267	4755.632875
399	1283.504267	4824.011196
400	1283.504267	4872.009249
401	1286.492993	4981.068579
402	1287.785926	5035.260534
403	1288.886559	5156.046972
404	1289.710005	5227.726538
405	1290.793577	5417.050513
406	1290.793577	5513.468765
407	1290.793577	5581.131497
408	1293.022755	5701.076975
409	1293.812039	5757.207998
410	1294.301304	5871.048352
411	1294.4184	5927.2166
412	1294.714417	6093.004756
413	1294.714417	6158.619069
414	1294.714417	6189.160729
415	1294.24007	6266.786958
416	1294.063962	6276.655979
417	1293.579669	6341.657641
418	1292.728387	6347.819851
419	1292.073555	6463.875933
420	1292.073555	6481.45483
421	1292.073555	6467.021417
422	1288.956953	6503.998907
423	1287.998374	6478.677982
424	1286.791254	6514.915507
425	1285.280956	6499.513927
426	1284.033746	6601.767274
427	1284.033746	6613.636356
428	1284.033746	6601.680868
429	1279.550526	6649.180668
430	1278.271977	6642.050906
431	1276.810223	6703.553725
432	1275.108451	6719.697254
433	1273.730545	6858.80726
434	1273.730545	6911.733305
435	1273.730545	6943.81621
436	1269.19638	7037.048023
437	1268.007859	7076.028055
438	1266.687244	7182.716412
439	1265.177027	7241.874531
440	1264.040931	7420.676778
441	1264.040931	7508.953733
442	1264.040931	7571.192788
443	1260.539939	7688.726241
444	1259.80264	7745.709476
445	1258.989554	7863.889982
446	1258.045109	7928.056123
447	1257.534891	8105.649416
448	1257.534891	8187.000798
449	1257.534891	8237.316666
450	1256.286291	8338.845186
451	1256.426771	8376.826062
452	1256.554122	8474.225273
453	1256.610862	8517.144669
454	1257.159577	8674.391299
455	1257.159577	8737.668222
456	1257.159577	8773.513915
457	1259.386407	8865.42219
458	1260.762828	8899.747228
459	1262.15081	9000.396632
460	1263.482773	9054.20371
461	1265.310242	9230.465081
462	1265.310242	9321.106428
463	1265.310242	9392.604408
464	1271.272732	9528.097307
465	1273.817854	9613.289521
466	1276.314349	9771.152967
467	1278.681715	9887.31659
468	1281.459049	10080.11377
469	1281.459049	10189.32984
470	1281.459049	10279.61703
471	1281.459049	10432.16829
472	1281.459049	10530.67397
473	1281.459049	10696.07892
474	1295.559242	10812.02986
475	1298.159483	11044.49708
476	1301.02996	11182.03109
477	1301.02996	11287.77994
478	1301.02996	11441.697
479	1301.02996	11526.54169
480	1301.02996	11662.6735
481	1311.250141	11733.52776
482	1313.536503	11905.25642
483	1315.44121	11966.99372
484	1317.510978	11982.87185
485	1317.510978	12034.21646
486	1317.510978	12005.52447
487	1322.233538	12019.2249
488	1323.736624	11961.11205
489	1324.900749	11999.93501
490	1325.66584	11927.60477
491	1326.595066	11811.14539
492	1326.595066	11734.82067
493	1326.595066	11586.0405
494	1328.050303	11490.04957
495	1328.565588	11335.28933
496	1328.814924	11292.91953
497	1328.749631	11156.96191
498	1328.942654	10996.1946
499	1328.942654	10896.22996
500	1328.942654	10745.38161
501	1328.824807	10669.32424
502	1329.041216	10556.43817
503	1329.106117	10577.32532
504	1328.968753	10524.95968
505	1329.19797	10466.6005
506	1329.19797	10485.90086
507	1329.19797	10468.81639
508	1329.768949	10538.31698
509	1330.376718	10579.79209
510	1330.89434	10760.63485
511	1331.257558	10870.46637
512	1332.020845	10973.12674
513	1332.020845	11148.86316
514	1332.020845	11280.3183
515	1334.243399	11487.31954
516	1335.366859	11652.35772
517	1336.357664	11940.23887
518	1337.137395	12138.36851
519	1338.247314	12308.79352
520	1338.247314	12530.43082
521	1338.247314	12685.08481
522	1340.977617	12892.25364
523	1342.063209	13034.61247
524	1342.90229	13277.65711
525	1343.41331	13409.96789
526	1344.136574	13495.21938
527	1344.136574	13614.36595
528	1344.136574	13651.60643
529	1345.023318	13729.12911
530	1345.285763	13732.52715
531	1344.410117	13830.36926
532	1343.129239	13814.38764
533	1341.997355	13751.41054
534	1341.997355	13725.47165
535	1341.997355	13623.7013
536	1337.101561	13571.00277
537	1335.424299	13455.40531
538	1333.437296	13447.5804
539	1331.090942	13340.98454
540	1328.959241	13203.757
541	1328.959241	13120.80543
542	1328.959241	12979.68497
543	1321.647457	12905.27418
544	1319.417378	12785.13928
545	1317.029107	12789.07294
546	1314.445331	12709.26989
547	1312.250058	12612.26701
548	1312.250058	12581.0795
549	1312.250058	12501.13713
550	1305.851519	12495.02257
551	1304.299943	12447.90136
552	1302.772814	12527.12787
553	1301.225633	12522.48797
554	1300.232233	12498.20392
555	1300.232233	12535.13168
556	1300.232233	12516.75276
557	1298.287251	12563.96137
558	1298.4423	12560.53502
559	1298.697196	12672.77214
560	1298.983505	12689.75644
561	1299.849961	12675.37329
562	1299.849961	12710.50797
563	1299.849961	12679.02819
564	1303.383213	12702.55182
565	1305.244367	12665.88892
566	1307.104048	12736.64231
567	1308.871023	12705.42772
568	1308.871023	12637.84002
569	1308.871023	12616.5969
570	1308.871023	12527.46398
571	1308.871023	12493.96395
572	1320.03205	12402.76043
573	1322.282569	12423.20259
574	1324.229794	12347.49284
575	1326.402627	12242.60586
576	1326.402627	12192.39135
577	1326.402627	12083.46579
578	1331.620299	12039.89653
579	1333.293857	11948.56966
580	1334.605291	11978.72789
581	1335.481014	11922.14122
582	1336.472363	11845.03804
583	1336.472363	11830.22914
584	1336.472363	11763.02888
585	1337.733437	11765.97612
586	1338.037754	11724.24537
587	1337.998704	11805.23299
588	1337.568261	11798.77994
589	1335.885869	11769.1573
590	1335.885869	11797.2454
591	1335.885869	11766.50943
592	1329.752844	11797.77256
593	1327.861153	11774.67566
594	1325.783064	11863.30712
595	1323.479297	11852.46312
596	1321.530818	11805.66366
597	1321.530818	11803.35426
598	1321.530818	11728.89582
599	1315.626388	11703.34327
600	1314.136435	11610.9019
601	1312.606535	11618.54525
602	1310.983355	11516.25509
603	1309.831418	11369.00954
604	1309.831418	11258.94993
605	1309.831418	11071.32992
606	1309.831418	10929.24859
607	1306.392588	10719.05774
608	1305.937232	10609.92837
609	1305.379106	10394.03845
610	1305.261603	10138.50917
611	1305.261603	9927.521815
612	1305.261603	9648.219829
613	1304.97782	9425.399126
614	1305.278597	9146.877699
615	1305.439302	8983.030602
616	1305.375195	8726.952924
617	1305.622761	8446.378576
618	1305.622761	8225.787237
619	1305.622761	7952.304252
620	1305.632198	7750.396295
621	1305.767174	7507.253687
622	1305.638359	7392.344864
623	1305.169122	7197.605034
624	1304.905881	6989.386019
625	1304.905881	6850.598734
626	1304.905881	6666.652088
627	1304.905881	6560.190072
628	1302.195383	6416.516793
629	1301.218105	6403.193896
630	1299.87466	6310.271307
631	1298.725075	6202.277302
632	1298.725075	6160.398406
633	1298.725075	6068.452102
634	1294.080185	6047.653383
635	1292.5898	5982.064381
636	1290.836637	6038.211064
637	1288.764625	6005.327706
638	1286.938785	5947.355016
639	1286.938785	5945.122496
640	1286.938785	5882.318201
641	1280.607355	5880.247279
642	1278.671836	5823.268962
643	1276.53082	5878.396474
644	1274.126239	5835.521723
645	1272.020567	5759.390281
646	1272.020567	5731.759048
647	1272.020567	5637.339971
648	1265.136881	5598.532053
649	1263.10348	5500.832029
650	1260.903655	5512.408938
651	1258.477677	5424.304502
652	1256.387027	5302.386438
653	1256.387027	5229.486391
654	1256.387027	5091.326746
655	1249.767932	5011.238645
656	1247.899872	4875.561686
657	1245.907561	4853.210549
658	1243.734183	4735.870349
659	1241.944419	4589.947674
660	1241.944419	4498.708736
661	1241.944419	4348.208568
662	1236.550062	4262.013238
663	1235.207047	4126.605157
664	1233.801465	4110.956325
665	1232.277165	4006.730916
666	1231.198361	3880.243752
667	1231.198361	3814.60579
668	1231.198361	3695.660205
669	1228.283316	3646.71083
670	1227.86651	3553.932831
671	1227.425302	3585.95035
672	1226.894228	3534.042484
673	1226.826774	3464.104186
674	1226.826774	3458.793276
675	1226.826774	3403.467356
676	1226.92953	3420.912546
677	1227.46718	3396.7542
678	1227.9304	3499.034605
679	1228.239037	3518.419307
680	1228.932286	3520.158955
681	1228.932286	3586.238123
682	1228.932286	3601.315137
683	1230.713165	3687.455038
684	1231.572211	3729.545989
685	1232.223898	3894.884207
686	1232.582889	3973.389089
687	1233.185594	4029.57536
688	1233.185594	4144.713568
689	1233.185594	4202.78275
690	1233.860093	4325.217108
691	1234.088711	4396.336676
692	1233.993826	4582.946645
693	1233.502449	4674.566597
694	1233.165395	4735.415982
695	1233.165395	4846.586725
696	1233.165395	4892.006273
697	1230.652892	4993.192506
698	1229.758444	5034.690065
699	1228.542446	5183.672406
700	1226.951224	5230.170557
701	1225.554241	5235.777065
702	1225.554241	5285.644121
703	1225.554241	5264.602738
704	1220.26887	5295.180941
705	1220.77699	5263.022509
706	1221.072415	5336.468549
707	1221.108082	5306.763275
708	1221.457147	5240.010649
709	1221.457147	5219.313217
710	1221.457147	5130.697132
711	1222.116604	5097.825558
712	1222.679792	5007.390959
713	1223.123439	5028.671618
714	1223.387259	4953.714501
715	1224.029121	4849.271785
716	1224.029121	4798.923009
717	1224.029121	4688.987385
718	1224.029121	4643.22891
719	1226.713679	4548.245097
720	1227.500383	4573.024914
721	1228.060463	4509.13808
722	1228.934331	4422.682995
723	1228.934331	4396.425045
724	1228.934331	4315.729478
725	1230.846358	4303.290994
726	1231.618574	4244.550301
727	1232.122562	4307.282487
728	1232.27656	4281.818583
729	1232.621268	4233.026734
730	1232.621268	4242.48381
731	1232.621268	4194.440737
732	1232.258027	4210.582795
733	1232.074657	4175.474227
734	1231.54742	4256.171237
735	1230.611842	4242.463987
736	1229.827744	4198.873416
737	1229.827744	4206.833209
738	1229.827744	4150.659841
739	1226.051974	4152.311758
740	1224.794806	4096.827017
741	1223.261417	4151.923574
742	1221.407516	4108.223155
743	1219.811584	4031.224977
744	1219.811584	4003.460267
745	1219.811584	3910.43122
746	1214.39437	3875.336341
747	1212.893536	3784.472387
748	1211.280239	3806.798131
749	1209.512605	3734.121919
750	1208.168227	3633.04029
751	1208.168227	3587.059659
752	1208.168227	3482.505651
753	1204.440013	3443.22289
754	1203.779323	3355.956251
755	1203.120819	3389.899422
756	1202.404861	3336.873204
757	1202.189529	3263.26119
758	1202.189529	3252.134898
759	1202.189529	3189.172942
760	1202.100306	3197.37381
761	1202.663213	3162.467756
762	1203.197249	3252.483279
763	1204.308375	3257.959685
764	1205.849009	3243.917591
765	1205.849009	3292.021472
766	1205.849009	3286.53777
767	1210.434464	3349.090014
768	1212.313399	3364.100427
769	1214.026385	3498.402161
770	1215.487524	3541.482819
771	1217.232701	3557.485002
772	1217.232701	3627.394136
773	1217.232701	3635.01633
774	1221.570705	3701.74711
775	1223.096443	3712.020109
776	1224.334547	3832.919581
777	1225.210101	3854.417391
778	1226.271417	3841.360342
779	1226.271417	3875.638487
780	1226.271417	3842.137676
781	1228.107267	3863.477932
782	1228.697755	3825.427558
783	1228.97469	3896.47788
784	1228.877441	3868.04032
785	1228.967885	3806.392861
786	1228.967885	3794.807707
787	1228.967885	3719.464611
788	1228.023042	3704.152599
789	1227.764519	3635.651092
790	1227.244888	3683.276312
791	1226.409457	3639.055508
792	1225.824616	3569.656781
793	1225.824616	3558.506801
794	1225.824616	3491.701224
795	1223.256678	3492.71064
796	1222.594079	3447.77296
797	1221.737847	3525.457805
798	1220.631639	3516.864941
799	1219.839753	3487.583806
800	1219.839753	3519.845587
801	1219.839753	3498.471596
802	1217.009336	3545.619682
803	1216.37111	3546.218342
804	1215.591957	3667.572842
805	1214.614197	3699.604109
806	1214.001297	3706.846215
807	1214.001297	3770.632681
808	1214.001297	3775.074324
809	1212.010809	3841.829389
810	1211.756007	3855.554864
811	1211.414295	3983.522695
812	1210.929807	4015.861262
813	1210.867938	4017.547766
814	1210.867938	4070.581838
815	1210.867938	4059.943366
816	1210.894928	4108.335801
817	1211.438398	4101.604578
818	1211.958622	4208.315278
819	1212.0197	4219.95299
820	1212.564723	4202.869737
821	1212.564723	4240.411626
822	1212.564723	4218.83008
823	1214.747305	4261.97987
824	1216.103969	4256.69496
825	1217.473165	4372.328141
826	1218.789608	4400.91717
827	1220.607207	4409.105382
828	1220.607207	4480.249373
829	1220.607207	4500.318863
830	1226.598349	4592.59197
831	1229.180415	4643.037176
832	1231.731304	4819.867987
833	1234.172532	4913.732764
834	1237.045	4989.667197
835	1237.045	5129.241272
836	1237.045	5216.504892
837	1245.659155	5372.734185
838	1245.659155	5481.868457
839	1245.659155	5710.122309
840	1245.659155	5846.233794
841	1254.827831	5953.474488
842	1257.967727	6111.85165
843	1257.967727	6204.105055
844	1257.967727	6350.498987
845	1266.545239	6434.297982
846	1266.545239	6621.409588
847	1266.545239	6700.654024
848	1272.156429	6735.785794
849	1274.45143	6807.696933
850	1276.923795	6800.404208
851	1276.923795	6835.820808
852	1276.923795	6799.201443
853	1282.899146	6858.74475
854	1284.824816	6805.813767
855	1286.408989	6706.90069
856	1287.588665	6645.766961
857	1288.924215	6509.362548
858	1288.924215	6422.526687
859	1288.924215	6273.360802
860	1291.52383	6232.759364
861	1292.388623	6094.561338
862	1292.968695	5927.450262
863	1293.214201	5817.03572
864	1293.697283	5651.721706
865	1293.697283	5557.365522
866	1293.697283	5422.619125
867	1294.322847	5418.439618
868	1294.745933	5338.232171
869	1294.998435	5249.75374
870	1295.031011	5237.210405
871	1295.414237	5187.153476
872	1295.414237	5223.177455
873	1295.414237	5231.310831
874	1296.372988	5379.585233
875	1297.09346	5458.244789
876	1297.719998	5571.303626
877	1298.191181	5759.97661
878	1299.064341	5907.398353
879	1299.064341	6133.819795
880	1299.064341	6322.077217
881	1301.655895	6637.23606
882	1302.924233	6866.869526
883	1304.074789	7073.096937
884	1304.31132	7334.811317
885	1304.896621	7533.698071
886	1304.896621	7789.044792
887	1304.896621	7983.230359
888	1306.176528	8281.376412
889	1306.821932	8471.621001
890	1307.242526	8617.13958
891	1307.356174	8798.343268
892	1307.702186	8898.857083
893	1307.702186	9040.279222
894	1307.702186	9107.610924
895	1307.561873	9268.841534
896	1307.509658	9315.150316
897	1307.131079	9312.852058
898	1306.353579	9345.518328
899	1305.728071	9299.879076
900	1305.728071	9300.507623
901	1305.728071	9235.180441
902	1302.333994	9274.398118
903	1301.139354	9211.53064
904	1299.619961	9114.715404
905	1297.722741	9068.940979
906	1296.018423	8961.922141
907	1296.018423	8918.769801
908	1296.018423	8827.347477
909	1289.829686	8857.800642
910	1287.913162	8802.721718
911	1285.805232	8729.078453
912	1283.467618	8720.337751
913	1281.483886	8662.389306
914	1281.483886	8678.271224
915	1281.483886	8653.587716
916	1275.516163	8756.103481
917	1274.044357	8775.975733
918	1272.568502	8777.749795
919	1271.046926	8842.548499
920	1270.056764	8854.057998
921	1270.056764	8933.310529
922	1270.056764	8964.152734
923	1268.02623	9112.882853
924	1268.135544	9168.516699
925	1268.343898	9194.80751
926	1268.587687	9272.44941
927	1269.420463	9285.066807
928	1269.420463	9353.990338
929	1269.420463	9363.708284
930	1272.951888	9481.477371
931	1274.859637	9497.553731
932	1276.795678	9477.17021
933	1278.671786	9502.691027
934	1281.018297	9459.547569
935	1281.018297	9484.721808
936	1281.018297	9450.846288
937	1288.177145	9527.049486
938	1290.934609	9505.365753
939	1293.520641	9452.659188
940	1295.839968	9452.729633
941	1298.419421	9392.205882
942	1298.419421	9395.229423
943	1298.419421	9348.820198
944	1305.034705	9422.41068
945	1307.221118	9408.01111
946	1309.06177	9372.133866
947	1310.478374	9397.909341
948	1312.017405	9370.998126
949	1312.017405	9414.302191
950	1312.017405	9413.365766
951	1314.913342	9535.951162
952	1315.744092	9572.251199
953	1316.214906	9586.864858
954	1316.273903	9660.967117
955	1316.273903	9678.276237
956	1316.273903	9759.819691
957	1316.273903	9789.387935
958	1316.273903	9933.159821
959	1315.789178	9979.960003
960	1315.462716	9993.273748
961	1314.8787	10053.44908
962	1314.618982	10043.68872
963	1314.618982	10084.83236
964	1314.618982	10060.81817
965	1313.6126	10138.30704
966	1313.707764	10106.93019
967	1313.744546	10031.28569
968	1313.673323	9993.114563
969	1314.062546	9877.259523
970	1314.062546	9806.407889
971	1314.062546	9666.508618
972	1314.062546	9626.348274
973	1316.76188	9477.747677
974	1317.854334	9287.506312
975	1318.856633	9139.526345
976	1320.315299	8920.720759
977	1320.315299	8755.70841
978	1320.315299	8532.187062
979	1324.87957	8420.470344
980	1326.842235	8213.651261
981	1328.689528	7979.520086
982	1330.337005	7802.669027
983	1332.320953	7570.388556
984	1332.320953	7407.358336
985	1332.320953	7201.023768
986	1337.679483	7121.143843
987	1339.639182	6959.972509
988	1341.35263	6784.200755
989	1342.740834	6677.091081
990	1344.34769	6524.408324
