ds,yhat
2016.11.29,1194.393554
2016.11.30,1192.628686
2016.12.1,1190.744094
2016.12.2,1189.305392
2016.12.3,1189.305392
2016.12.4,1189.305392
2016.12.5,1185.338966
2016.12.6,1184.594252
2016.12.7,1183.845332
2016.12.8,1183.033504
2016.12.9,1182.719907
2016.12.10,1182.719907
2016.12.11,1182.719907
2016.12.12,1182.379673
2016.12.13,1182.900225
2016.12.14,1183.428482
2016.12.15,1183.894464
2016.12.16,1184.847251
2016.12.17,1184.847251
2016.12.18,1184.847251
2016.12.19,1188.109412
2016.12.20,1189.721396
2016.12.21,1191.264811
2016.12.22,1192.657414
2016.12.23,1194.436824
2016.12.23,1194.436824
2016.12.24,1194.436824
2016.12.25,1194.436824
2016.12.26,1194.436824
2016.12.27,1194.436824
2016.12.28,1203.170468
2016.12.29,1204.621053
2016.12.30,1206.317826
2016.12.30,1206.317826
2016.12.31,1206.317826
2017.1.1,1206.317826
2017.1.2,1206.317826
2017.1.3,1211.634185
2017.1.4,1212.652863
2017.1.5,1213.278274
2017.1.6,1214.059997
2017.1.7,1214.059997
2017.1.8,1214.059997
2017.1.9,1214.895869
2017.1.10,1216.027775
2017.1.11,1216.826899
2017.1.12,1217.235921
2017.1.13,1217.820577
2017.1.14,1217.820577
2017.1.15,1217.820577
2017.1.16,1218.333075
2017.1.17,1218.570286
2017.1.18,1218.56172
2017.1.19,1218.259408
2017.1.20,1218.236621
2017.1.21,1218.236621
2017.1.22,1218.236621
2017.1.23,1217.596167
2017.1.24,1217.677308
2017.1.25,1217.624199
2017.1.26,1217.384278
2017.1.27,1217.524314
2017.1.28,1217.524314
2017.1.29,1217.524314
2017.1.30,1217.883861
2017.1.31,1218.430993
2017.2.1,1218.888214
2017.2.2,1219.188411
2017.2.3,1219.883235
2017.2.4,1219.883235
2017.2.5,1219.883235
2017.2.6,1221.841105
2017.2.7,1222.848547
2017.2.8,1223.706007
2017.2.9,1224.333437
2017.2.10,1225.270806
2017.2.11,1225.270806
2017.2.12,1225.270806
2017.2.13,1227.354612
2017.2.14,1228.181293
2017.2.15,1228.740559
2017.2.16,1228.951959
2017.2.17,1229.357305
2017.2.18,1229.357305
2017.2.19,1229.357305
2017.2.20,1229.201248
2017.2.21,1229.095024
2017.2.22,1228.647529
2017.2.23,1227.792661
2017.2.24,1227.088169
2017.2.25,1227.088169
2017.2.26,1227.088169
2017.2.27,1223.519239
2017.2.28,1222.311264
2017.3.1,1220.812863
2017.3.2,1218.977643
2017.3.3,1217.382557
2017.3.4,1217.382557
