date,open,high,low,close,volume,openinterest
2017-03-03,"1,255.50","1,291.30","1,250.80","1,283.30",1255500,0
2017-03-04,"1,283.30","1,285.80","1,228.70","1,264.30",1283300,0
2017-03-05,"1,264.30","1,273.30","1,242.10","1,271.20",1264300,0
2017-03-06,"1,271.20","1,280.60","1,261.00","1,277.00",1271200,0
2017-03-07,"1,277.00","1,280.90","1,148.70","1,232.70",1277000,0
2017-03-08,"1,232.70","1,242.00","1,136.90","1,147.00",1232700,0
2017-03-09,"1,147.00","1,207.00","1,129.30","1,191.30",1147000,0
2017-03-10,"1,191.30","1,330.40",988.7,"1,112.40",1191300,0
2017-03-11,"1,112.40","1,202.70","1,104.80","1,179.20",1112400,0
2017-03-12,"1,179.20","1,235.50","1,160.90","1,225.10",1179200,0
2017-03-13,"1,225.10","1,245.60","1,205.60","1,238.20",1225100,0
2017-03-14,"1,238.20","1,255.50","1,218.40","1,243.10",1238200,0
2017-03-15,"1,243.10","1,256.90","1,236.40","1,253.40",1243100,0
2017-03-16,"1,253.40","1,260.20","1,119.00","1,172.90",1253400,0
2017-03-17,"1,172.90","1,174.90","1,063.50","1,071.70",1172900,0
2017-03-18,"1,071.70","1,103.60",940.2,971.4,1071700,0
2017-03-19,971.4,"1,063.70",967.3,"1,022.60",971400,0
2017-03-20,"1,022.60","1,057.50","1,005.00","1,047.50",1022600,0
2017-03-21,"1,047.50","1,125.50","1,043.90","1,121.30",1047500,0
2017-03-22,"1,121.30","1,121.90",997.8,"1,044.70",1121300,0
2017-03-23,"1,044.70","1,062.80","1,022.00","1,035.00",1044700,0
2017-03-24,"1,035.00","1,038.40",927.3,939.7,1035000,0
2017-03-25,939.7,996,890.4,966.3,939700,0
2017-03-26,966.3,"1,004.30",946.7,969.4,966300,0
2017-03-27,969.4,"1,048.80",961.8,"1,045.10",969400,0
2017-03-28,"1,045.10","1,068.40","1,015.50","1,044.40",1045100,0
2017-03-29,"1,044.40","1,058.70","1,008.30","1,041.90",1044400,0
2017-03-30,"1,041.90","1,052.70","1,020.90","1,037.90",1041900,0
2017-03-31,"1,037.90","1,088.20","1,035.20","1,079.10",1037900,0
2017-04-01,"1,079.10","1,103.70","1,067.50","1,086.10",1079100,0
2017-04-02,"1,086.10","1,109.50","1,074.20","1,097.40",1086100,0
2017-04-03,"1,097.40","1,157.90","1,095.60","1,147.60",1097400,0
2017-04-04,"1,147.60","1,161.20","1,122.20","1,141.80",1147600,0
2017-04-05,"1,141.80","1,143.80","1,110.10","1,129.90",1141800,0
2017-04-06,"1,129.90","1,201.60","1,130.50","1,188.70",1129900,0
2017-04-07,"1,188.70","1,201.20","1,173.20","1,190.50",1188700,0
2017-04-08,"1,190.50","1,198.20","1,166.70","1,180.80",1190500,0
2017-04-09,"1,180.80","1,215.10","1,174.00","1,204.30",1180800,0
2017-04-10,"1,204.30","1,214.90","1,194.80","1,206.70",1204300,0
2017-04-11,"1,206.70","1,229.60","1,195.80","1,220.70",1206700,0
2017-04-12,"1,220.70","1,225.50","1,207.40","1,212.50",1220700,0
2017-04-13,"1,212.50","1,218.70","1,150.30","1,176.20",1212500,0
2017-04-14,"1,176.20","1,195.40","1,162.20","1,177.30",1176200,0
2017-04-15,"1,177.30","1,194.80",841.5,"1,177.00",1177300,0
2017-04-16,"1,177.00","1,188.00","1,166.70","1,176.80",1177000,0
2017-04-17,"1,176.80","1,203.00","1,172.80","1,194.00",1176800,0
2017-04-18,"1,194.00","1,213.90","1,191.10","1,206.10",1194000,0
2017-04-19,"1,206.10","1,218.20","1,194.10","1,215.20",1206100,0
2017-04-20,"1,215.20","1,246.60","1,210.70","1,238.10",1215200,0
2017-04-21,"1,238.10","1,257.00","1,235.60","1,249.60",1238100,0
2017-04-22,"1,249.60","1,257.00","1,215.80","1,240.90",1249600,0
2017-04-23,"1,240.90","1,256.20","1,223.10","1,249.10",1240900,0
2017-04-24,"1,249.10","1,256.40","1,234.90","1,248.20",1249100,0
2017-04-25,"1,248.20","1,272.60","1,244.20","1,264.30",1248200,0
2017-04-26,"1,264.30","1,309.20","1,263.00","1,286.60",1264300,0
2017-04-27,"1,286.60","1,346.80","1,285.30","1,332.90",1286600,0
2017-04-28,"1,332.90","1,356.20","1,287.60","1,329.60",1332900,0
2017-04-29,"1,329.60","1,343.70","1,314.20","1,336.30",1329600,0
2017-04-30,"1,336.30","1,358.90","1,309.70","1,351.90",1336300,0
2017-05-01,"1,351.90","1,448.70","1,342.80","1,415.80",1351900,0
2017-05-02,"1,415.80","1,471.10","1,394.80","1,445.90",1415800,0
2017-05-03,"1,445.90","1,496.40","1,424.10","1,485.60",1445900,0
2017-05-04,"1,485.60","1,609.80","1,437.10","1,516.80",1485600,0
2017-05-05,"1,516.80","1,588.10","1,485.00","1,507.80",1516800,0
2017-05-06,"1,507.80","1,560.40","1,503.90","1,545.30",1507800,0
2017-05-07,"1,545.30","1,572.90","1,495.20","1,554.40",1545300,0
2017-05-08,"1,554.40","1,667.70","1,552.90","1,664.50",1554400,0
2017-05-09,"1,664.50","1,757.40","1,620.00","1,697.50",1664500,0
2017-05-10,"1,697.50","1,766.20","1,665.00","1,752.30",1697500,0
2017-05-11,"1,752.30","1,864.80","1,741.50","1,819.30",1752300,0
2017-05-12,"1,819.30","1,822.50","1,641.20","1,686.40",1819300,0
2017-05-13,"1,686.40","1,770.50","1,594.60","1,763.70",1686400,0
2017-05-14,"1,763.70","1,802.80","1,736.10","1,772.60",1763700,0
2017-05-15,"1,772.60","1,776.70","1,656.80","1,708.90",1772600,0
2017-05-16,"1,708.90","1,752.60","1,653.70","1,729.30",1708900,0
2017-05-17,"1,729.30","1,842.80","1,704.00","1,801.30",1729300,0
2017-05-18,"1,801.30","1,980.50","1,791.10","1,881.00",1801300,0
2017-05-19,"1,881.00","1,969.70","1,875.30","1,962.00",1881000,0
2017-05-20,"1,962.00","2,048.40","1,944.40","2,040.20",1962000,0
2017-05-21,"2,040.20","2,094.90","1,980.10","2,044.20",2040200,0
2017-05-22,"2,044.20","2,264.80","1,998.60","2,124.40",2044200,0
2017-05-23,"2,124.40","2,286.30","2,110.80","2,272.60",2124400,0
2017-05-24,"2,272.60","2,497.00","2,263.30","2,445.30",2272600,0
2017-05-25,"2,445.30","2,781.80","2,210.50","2,307.20",2445300,0
2017-05-26,"2,307.00","2,616.50","2,051.40","2,244.90",2307000,0
2017-05-27,"2,244.90","2,322.40","1,868.60","2,052.40",2244900,0
2017-05-28,"2,052.40","2,300.50","2,051.10","2,189.00",2052400,0
2017-05-29,"2,189.00","2,337.40","2,117.30","2,278.20",2189000,0
2017-05-30,"2,278.20","2,329.30","2,147.10","2,192.60",2278200,0
2017-05-31,"2,192.60","2,330.60","2,168.40","2,303.30",2192600,0
2017-06-01,"2,303.30","2,460.80","2,303.30","2,412.60",2303300,0
2017-06-02,"2,412.60","2,494.00","2,385.60","2,492.60",2412600,0
2017-06-03,"2,492.60","2,582.80","2,449.90","2,545.40",2492600,0
2017-06-04,"2,545.40","2,559.80","2,478.20","2,524.10",2545400,0
2017-06-05,"2,524.10","2,705.40","2,523.90","2,705.00",2524100,0
2017-06-06,"2,705.00","2,931.20","2,699.70","2,870.50",2705000,0
2017-06-07,"2,870.50","2,880.90","2,626.60","2,691.50",2870500,0
2017-06-08,"2,691.50","2,808.40","2,623.60","2,798.80",2691500,0
2017-06-09,"2,798.80","2,852.10","2,786.10","2,811.40",2798800,0
2017-06-10,"2,811.40","2,914.20","2,807.40","2,900.30",2811400,0
2017-06-11,"2,900.30","2,977.90","2,867.30","2,973.40",2900300,0
2017-06-12,"2,973.40","2,985.10","2,483.60","2,656.80",2973400,0
2017-06-13,"2,656.80","2,784.80","2,647.40","2,713.00",2656800,0
2017-06-14,"2,713.00","2,803.70","2,349.00","2,467.30",2713000,0
2017-06-15,"2,467.30","2,521.60","2,125.60","2,442.50",2467300,0
2017-06-16,"2,442.50","2,536.40","2,335.30","2,508.60",2442500,0
2017-06-17,"2,508.60","2,690.70","2,454.80","2,655.10",2508600,0
2017-06-18,"2,655.10","2,676.00","2,488.60","2,539.60",2655100,0
2017-06-19,"2,539.60","2,617.80","2,518.80","2,616.80",2539600,0
2017-06-20,"2,616.80","2,800.50","2,614.00","2,754.40",2616800,0
2017-06-21,"2,754.40","2,804.40","2,624.40","2,677.60",2754400,0
2017-06-22,"2,677.60","2,757.30","2,623.20","2,722.80",2677600,0
2017-06-23,"2,722.80","2,759.70","2,699.50","2,710.40",2722800,0
2017-06-24,"2,710.40","2,741.60","2,540.40","2,590.10",2710400,0
2017-06-25,"2,590.10","2,660.70","2,472.40","2,541.60",2590100,0
2017-06-26,"2,541.60","2,584.80","2,327.30","2,446.10",2541600,0
2017-06-27,"2,446.10","2,585.10","2,309.60","2,583.80",2446100,0
2017-06-28,"2,583.80","2,616.90","2,490.10","2,577.70",2583800,0
2017-06-29,"2,577.70","2,605.90","2,526.50","2,558.40",2577700,0
2017-06-30,"2,558.40","2,576.30","2,469.50","2,480.60",2558400,0
2017-07-01,"2,480.60","2,529.60","2,387.50","2,424.60",2480600,0
2017-07-02,"2,424.60","2,555.30","2,375.90","2,536.50",2424600,0
2017-07-03,"2,536.50","2,617.50","2,506.30","2,572.50",2536500,0
2017-07-04,"2,572.50","2,658.70","2,570.00","2,617.30",2572500,0
2017-07-05,"2,617.30","2,642.70","2,562.00","2,627.90",2617300,0
2017-07-06,"2,627.90","2,634.80","2,581.80","2,614.20",2627900,0
2017-07-07,"2,614.20","2,617.50","2,484.70","2,513.90",2614200,0
2017-07-08,"2,513.90","2,568.70","2,480.60","2,564.90",2513900,0
2017-07-09,"2,564.90","2,576.70","2,509.60","2,511.40",2564900,0
2017-07-10,"2,511.40","2,530.30","2,271.80","2,344.00",2511400,0
2017-07-11,"2,344.00","2,412.80","2,265.50","2,324.30",2344000,0
2017-07-12,"2,324.30","2,424.80","2,262.10","2,403.10",2324300,0
2017-07-13,"2,403.10","2,436.70","2,335.00","2,362.40",2403100,0
2017-07-14,"2,362.40","2,370.50","2,165.40","2,234.20",2362400,0
2017-07-15,"2,234.20","2,237.10","1,974.00","1,975.10",2234200,0
2017-07-16,"1,975.10","2,044.40","1,809.00","1,914.10",1975100,0
2017-07-17,"1,914.10","2,233.80","1,913.80","2,233.40",1914100,0
2017-07-18,"2,233.40","2,400.70","2,164.60","2,320.20",2233400,0
2017-07-19,"2,320.20","2,412.40","2,243.10","2,282.60",2320200,0
2017-07-20,"2,282.60","2,932.80","2,282.10","2,866.00",2282600,0
2017-07-21,"2,866.00","2,874.00","2,622.50","2,675.10",2866000,0
2017-07-22,"2,675.10","2,876.70","2,658.60","2,836.50",2675100,0
2017-07-23,"2,836.50","2,856.70","2,675.60","2,756.60",2836500,0
2017-07-24,"2,756.60","2,798.90","2,715.70","2,763.40",2756600,0
2017-07-25,"2,763.40","2,779.10","2,472.60","2,582.60",2763400,0
2017-07-26,"2,582.60","2,631.70","2,441.50","2,559.20",2582600,0
2017-07-27,"2,559.20","2,712.90","2,547.70","2,691.90",2559200,0
2017-07-28,"2,691.90","2,843.80","2,683.60","2,806.80",2691900,0
2017-07-29,"2,806.80","2,812.10","2,699.40","2,733.50",2806800,0
2017-07-30,"2,733.50","2,773.10","2,621.70","2,766.50",2733500,0
2017-07-31,"2,766.50","2,916.30","2,723.10","2,883.30",2766500,0
2017-08-01,"2,883.30","2,946.00","2,659.60","2,747.00",2883300,0
2017-08-02,"2,747.00","2,773.80","2,668.90","2,720.50",2747000,0
2017-08-03,"2,720.50","2,822.90","2,717.60","2,810.00",2720500,0
2017-08-04,"2,810.00","2,892.70","2,779.50","2,878.50",2810000,0
2017-08-05,"2,878.50","3,344.00","2,875.90","3,262.80",2878500,0
2017-08-06,"3,262.80","3,295.10","3,166.50","3,232.00",3262800,0
2017-08-07,"3,232.00","3,425.10","3,198.50","3,401.90",3232000,0
2017-08-08,"3,401.90","3,494.90","3,357.10","3,429.40",3401900,0
2017-08-09,"3,429.40","3,437.10","3,251.00","3,348.80",3429400,0
2017-08-10,"3,348.80","3,453.80","3,322.90","3,425.70",3348800,0
2017-08-11,"3,425.70","3,706.50","3,409.80","3,654.40",3425700,0
2017-08-12,"3,654.40","3,967.30","3,611.40","3,871.60",3654400,0
2017-08-13,"3,871.60","4,189.40","3,847.30","4,062.60",3871600,0
2017-08-14,"4,062.60","4,336.70","3,978.90","4,327.90",4062600,0
2017-08-15,"4,327.90","4,436.50","3,837.10","4,161.70",4327900,0
2017-08-16,"4,161.70","4,398.10","3,938.60","4,387.40",4161700,0
2017-08-17,"4,387.40","4,487.50","4,194.10","4,278.90",4387400,0
2017-08-18,"4,278.90","4,362.70","3,978.30","4,105.40",4278900,0
2017-08-19,"4,105.40","4,189.70","3,957.50","4,150.50",4105400,0
2017-08-20,"4,150.50","4,182.30","4,034.40","4,066.60",4150500,0
2017-08-21,"4,066.60","4,097.30","3,966.90","4,005.10",4066600,0
2017-08-22,"4,005.10","4,142.70","3,612.20","4,089.70",4005100,0
2017-08-23,"4,089.70","4,255.60","4,070.50","4,141.10",4089700,0
2017-08-24,"4,141.10","4,364.10","4,111.70","4,318.40",4141100,0
2017-08-25,"4,318.40","4,461.70","4,292.60","4,364.40",4318400,0
2017-08-26,"4,364.40","4,379.30","4,263.30","4,352.30",4364400,0
2017-08-27,"4,352.30","4,408.20","4,321.10","4,345.80",4352300,0
2017-08-28,"4,345.80","4,403.10","4,195.20","4,390.30",4345800,0
2017-08-29,"4,390.30","4,647.80","4,350.20","4,597.30",4390300,0
2017-08-30,"4,597.30","4,644.10","4,491.80","4,583.00",4597300,0
2017-08-31,"4,583.00","4,765.10","4,580.10","4,735.10",4583000,0
2017-09-01,"4,735.10","4,925.20","4,690.20","4,921.90",4735100,0
2017-09-02,"4,921.90","4,976.50","4,448.60","4,573.80",4921900,0
2017-09-03,"4,573.80","4,719.80","4,397.70","4,612.90",4573800,0
2017-09-04,"4,612.90","4,621.00","4,098.60","4,267.50",4612900,0
2017-09-05,"4,267.50","4,496.70","4,004.60","4,409.10",4267500,0
2017-09-06,"4,409.10","4,660.00","4,401.50","4,618.70",4409100,0
2017-09-07,"4,618.70","4,690.50","4,493.20","4,635.60",4618700,0
2017-09-08,"4,635.60","4,699.60","4,130.90","4,326.50",4635600,0
2017-09-09,"4,326.50","4,402.10","4,185.30","4,335.10",4326500,0
2017-09-10,"4,335.10","4,338.10","4,032.10","4,245.90",4335100,0
2017-09-11,"4,245.90","4,364.40","4,134.60","4,217.90",4245900,0
2017-09-12,"4,217.90","4,387.80","4,075.00","4,158.90",4217900,0
2017-09-13,"4,158.90","4,174.60","3,752.00","3,870.30",4158900,0
2017-09-14,"3,870.30","3,930.70","3,219.00","3,243.10",3870300,0
2017-09-15,"3,243.10","3,824.40","2,979.90","3,713.80",3243100,0
2017-09-16,"3,713.80","3,893.70","3,551.80","3,698.90",3713800,0
2017-09-17,"3,698.90","3,796.60","3,485.80","3,689.60",3698900,0
2017-09-18,"3,689.60","4,122.80","3,689.00","4,100.30",3689600,0
2017-09-19,"4,100.30","4,120.70","3,852.20","3,908.00",4100300,0
2017-09-20,"3,908.00","4,053.00","3,846.80","3,882.20",3908000,0
2017-09-21,"3,882.20","3,912.80","3,576.50","3,617.30",3882200,0
2017-09-22,"3,617.30","3,753.50","3,505.80","3,600.80",3617300,0
2017-09-23,"3,600.80","3,813.40","3,563.20","3,788.00",3600800,0
2017-09-24,"3,788.00","3,790.90","3,633.90","3,667.50",3788000,0
2017-09-25,"3,667.50","3,971.50","3,665.70","3,932.80",3667500,0
2017-09-26,"3,932.80","3,982.30","3,858.80","3,892.70",3932800,0
2017-09-27,"3,892.70","4,232.40","3,882.10","4,212.20",3892700,0
2017-09-28,"4,212.20","4,274.60","4,112.90","4,195.60",4212200,0
2017-09-29,"4,195.60","4,237.50","4,030.40","4,172.80",4195600,0
2017-09-30,"4,172.80","4,383.30","4,164.30","4,360.60",4172800,0
2017-10-01,"4,360.60","4,412.60","4,258.30","4,403.10",4360600,0
2017-10-02,"4,403.10","4,477.40","4,364.70","4,401.30",4403100,0
2017-10-03,"4,401.30","4,436.00","4,230.70","4,314.20",4401300,0
2017-10-04,"4,314.20","4,355.30","4,183.60","4,218.70",4314200,0
2017-10-05,"4,218.70","4,365.80","4,143.40","4,321.40",4218700,0
2017-10-06,"4,321.40","4,422.10","4,296.90","4,371.90",4321400,0
2017-10-07,"4,371.90","4,472.90","4,319.50","4,435.80",4371900,0
2017-10-08,"4,435.80","4,622.90","4,419.40","4,611.70",4435800,0
2017-10-09,"4,611.70","4,875.40","4,556.10","4,777.50",4611700,0
2017-10-10,"4,777.50","4,930.00","4,722.80","4,763.40",4777500,0
2017-10-11,"4,763.40","4,874.90","4,718.60","4,824.20",4763400,0
2017-10-12,"4,824.20","5,432.60","4,815.00","5,432.60",4824200,0
2017-10-13,"5,432.60","5,852.80","5,392.00","5,637.30",5432600,0
2017-10-14,"5,637.30","5,839.60","5,568.90","5,824.70",5637300,0
2017-10-15,"5,824.70","5,862.70","5,448.20","5,688.10",5824700,0
2017-10-16,"5,677.40","5,795.30","5,576.10","5,759.30",5677400,0
2017-10-17,"5,759.30","5,773.30","5,521.10","5,598.60",5759300,0
2017-10-18,"5,598.60","5,601.30","5,114.90","5,575.80",5598600,0
2017-10-19,"5,576.70","5,737.40","5,517.60","5,698.60",5576700,0
2017-10-20,"5,698.60","6,075.30","5,611.40","5,993.10",5698600,0
2017-10-21,"5,993.10","6,187.20","5,874.50","6,006.60",5993100,0
2017-10-22,"6,006.60","6,070.60","5,723.00","5,982.90",6006600,0
2017-10-23,"5,982.90","6,049.00","5,644.20","5,903.60",5982900,0
2017-10-24,"5,903.60","5,904.60","5,463.40","5,513.10",5903600,0
2017-10-25,"5,513.10","5,748.00","5,375.60","5,734.00",5513100,0
2017-10-26,"5,734.00","5,970.40","5,689.90","5,887.60",5734000,0
2017-10-27,"5,887.60","5,997.80","5,692.30","5,764.60",5887600,0
2017-10-28,"5,764.60","5,871.00","5,654.80","5,726.60",5764600,0
2017-10-29,"5,726.60","6,295.40","5,679.40","6,147.50",5726600,0
2017-10-30,"6,147.70","6,226.20","6,019.00","6,124.30",6147700,0
2017-10-31,"6,124.30","6,467.20","6,090.80","6,451.20",6124300,0
2017-11-01,"6,449.10","6,738.70","6,355.00","6,737.80",6449100,0
2017-11-02,"6,737.80","7,339.90","6,737.80","7,024.80",6737800,0
2017-11-03,"7,024.80","7,445.60","6,938.90","7,152.10",7024800,0
2017-11-04,"7,147.00","7,492.20","6,957.80","7,363.80",7147000,0
2017-11-05,"7,363.80","7,599.40","7,284.30","7,389.50",7363800,0
2017-11-06,"7,389.50","7,429.70","6,934.70","6,959.20",7389500,0
2017-11-07,"6,959.30","7,222.40","6,957.80","7,102.80",6959300,0
2017-11-08,"7,102.20","7,869.10","7,027.00","7,444.40",7102200,0
2017-11-09,"7,444.40","7,457.10","7,040.80","7,129.60",7444400,0
2017-11-10,"7,129.60","7,319.00","6,406.00","6,565.80",7129600,0
2017-11-11,"6,565.80","6,821.50","6,197.90","6,339.90",6565800,0
2017-11-12,"6,339.90","6,490.50","5,493.60","5,878.10",6339900,0
2017-11-13,"5,878.10","6,760.10","5,828.30","6,522.50",5878100,0
2017-11-14,"6,522.50","6,728.60","6,419.20","6,597.10",6522500,0
2017-11-15,"6,597.10","7,330.10","6,596.90","7,283.20",6597100,0
2017-11-16,"7,283.00","7,964.60","7,119.20","7,853.70",7283000,0
2017-11-17,"7,853.70","8,000.20","7,534.70","7,700.00",7853700,0
2017-11-18,"7,700.00","7,857.50","7,458.90","7,780.90",7700000,0
2017-11-19,"7,781.00","8,100.90","7,675.40","8,042.60",7781000,0
2017-11-20,"8,042.60","8,294.10","7,947.30","8,244.70",8042600,0
2017-11-21,"8,245.90","8,368.40","7,819.10","8,100.00",8245900,0
2017-11-22,"8,099.90","8,304.40","8,091.60","8,234.50",8099900,0
2017-11-23,"8,234.50","8,266.50","8,012.40","8,013.40",8234500,0
2017-11-24,"8,013.40","8,332.90","7,900.20","8,200.80",8013400,0
2017-11-25,"8,203.50","8,762.00","8,153.70","8,754.70",8203500,0
2017-11-26,"8,754.60","9,474.60","8,746.60","9,318.40",8754600,0
2017-11-27,"9,318.40","9,733.60","9,316.80","9,733.20",9318400,0
2017-11-28,"9,732.60","9,969.60","9,638.20","9,906.00",9732600,0
2017-11-29,"9,906.00","11,417.80","8,938.70","9,837.90",9906000,0
2017-11-30,"9,848.00","10,689.10","9,023.80","9,946.80",9848000,0
2017-12-01,"9,947.10","10,942.80","9,420.90","10,861.50",9947100,0
2017-12-02,"10,861.50","11,175.20","10,715.50","10,912.70",10861500,0
2017-12-03,"10,912.70","11,851.10","10,578.40","11,246.20",10912700,0
2017-12-04,"11,244.20","11,624.60","10,917.80","11,623.90",11244200,0
2017-12-05,"11,624.40","11,901.90","11,486.10","11,667.10",11624400,0
2017-12-06,"11,667.10","13,843.20","11,661.80","13,749.60",11667100,0
2017-12-07,"13,750.10","16,879.30","13,401.60","16,850.30",13750100,0
2017-12-08,"16,868.00","17,294.80","13,906.10","16,047.60",16868000,0
2017-12-09,"16,048.20","16,313.20","13,151.50","14,843.40",16048200,0
2017-12-10,"14,840.00","15,783.20","13,031.00","15,059.60",14840000,0
2017-12-11,"15,060.50","17,399.20","15,024.60","16,732.50",15060500,0
2017-12-12,"16,733.30","17,560.70","16,254.50","17,083.90",16733300,0
2017-12-13,"17,083.90","17,268.00","15,669.90","16,286.80",17083900,0
2017-12-14,"16,286.80","16,941.10","16,023.60","16,467.90",16286800,0
2017-12-15,"16,467.90","17,987.00","16,442.20","17,604.80",16467900,0
2017-12-16,"17,594.10","19,587.70","17,318.50","19,345.50",17594100,0
2017-12-17,"19,346.60","19,870.60","18,750.90","19,065.70",19346600,0
2017-12-18,"19,065.70","19,221.10","18,114.40","18,972.30",19065700,0
2017-12-19,"18,971.20","19,022.00","16,812.80","17,523.70",18971200,0
2017-12-20,"17,521.70","17,813.60","15,642.70","16,462.00",17521700,0
2017-12-21,"16,461.10","17,301.80","14,953.00","15,632.10",16461100,0
2017-12-22,"15,632.10","15,823.70","10,875.70","13,665.00",15632100,0
2017-12-23,"13,665.00","15,493.20","13,356.10","14,396.50",13665000,0
2017-12-24,"14,396.60","14,413.70","12,166.50","13,790.00",14396600,0
2017-12-25,"13,790.00","14,467.40","13,010.70","13,833.50",13790000,0
2017-12-26,"13,830.20","16,094.70","13,748.50","15,756.60",13830200,0
2017-12-27,"15,757.00","16,514.60","14,534.70","15,416.60",15757000,0
2017-12-28,"15,416.30","15,505.50","13,466.10","14,398.70",15416300,0
2017-12-29,"14,398.50","15,109.80","13,951.10","14,392.60",14398500,0
2017-12-30,"14,392.10","14,461.50","11,962.10","12,531.50",14392100,0
2017-12-31,"12,532.40","14,241.80","12,359.40","13,850.40",12532400,0
2018-01-01,"13,850.50","13,921.50","12,877.70","13,444.90",13850500,0
2018-01-02,"13,444.90","15,306.10","12,934.20","14,754.10",13444900,0
2018-01-03,"14,754.10","15,435.00","14,579.70","15,156.60",14754100,0
2018-01-04,"15,156.50","15,408.70","14,244.70","15,180.10",15156500,0
2018-01-05,"15,180.10","17,126.90","14,832.40","16,954.80",15180100,0
2018-01-06,"16,954.80","17,252.80","16,286.60","17,172.30",16954800,0
2018-01-07,"17,174.50","17,184.80","15,791.10","16,228.20",17174500,0
2018-01-08,"16,228.30","16,302.90","13,902.30","14,976.20",16228300,0
2018-01-09,"14,976.20","15,324.60","14,613.40","14,778.50",14976200,0
2018-01-10,"14,778.50","15,045.40","13,613.10","15,043.00",14778500,0
2018-01-11,"15,046.70","15,109.10","13,048.30","13,535.40",15046700,0
2018-01-12,"13,529.20","14,176.40","13,410.00","13,886.70",13529200,0
2018-01-13,"13,896.00","14,640.70","13,888.20","14,292.20",13896000,0
2018-01-14,"14,291.90","14,446.10","13,094.70","13,695.20",14291900,0
2018-01-15,"13,695.50","14,396.60","13,475.40","13,697.50",13695500,0
2018-01-16,"13,704.40","13,711.00","10,050.70","11,362.00",13704400,0
2018-01-17,"11,357.70","11,769.60","9,271.30","11,192.30",11357700,0
2018-01-18,"11,202.00","12,004.70","10,660.20","11,245.40",11202000,0
2018-01-19,"11,229.60","11,973.20","10,901.50","11,580.20",11229600,0
2018-01-20,"11,579.20","13,082.20","11,567.30","12,858.90",11579200,0
2018-01-21,"12,857.10","12,860.20","11,164.50","11,594.90",12857100,0
2018-01-22,"11,597.50","11,970.90","10,136.80","10,864.80",11597500,0
2018-01-23,"10,869.00","11,438.00","10,056.60","10,903.20",10869000,0
2018-01-24,"10,899.40","11,549.50","10,584.50","11,452.30",10899400,0
2018-01-25,"11,439.90","11,740.90","10,983.80","11,203.00",11439900,0
2018-01-26,"11,203.10","11,655.30","10,389.40","11,118.10",11203100,0
2018-01-27,"11,118.00","11,621.70","10,908.40","11,467.50",11118000,0
2018-01-28,"11,471.20","12,112.70","11,433.30","11,795.10",11471200,0
2018-01-29,"11,794.90","11,888.10","11,119.00","11,244.80",11794900,0
2018-01-30,"11,244.50","11,277.20","9,917.70","10,166.00",11244500,0
2018-01-31,"10,166.30","10,397.70","9,742.20","10,265.40",10166300,0
2018-02-01,"10,266.20","10,303.00","8,789.20","9,181.10",10266200,0
2018-02-02,"9,179.80","9,201.40","7,915.80","8,893.20",9179800,0
2018-02-03,"8,894.40","9,506.90","8,249.30","9,241.10",8894400,0
2018-02-04,"9,241.50","9,382.10","7,932.10","8,222.20",9241500,0
2018-02-05,"8,220.80","8,383.20","6,651.90","6,938.50",8220800,0
2018-02-06,"6,939.30","7,896.20","5,996.60","7,701.20",6939300,0
2018-02-07,"7,693.80","8,536.50","7,196.60","7,594.70",7693800,0
2018-02-08,"7,595.10","8,489.90","7,595.10","8,164.20",7595100,0
2018-02-09,"8,163.60","8,735.60","7,784.60","8,699.80",8163600,0
2018-02-10,"8,697.30","9,066.60","8,172.20","8,559.60",8697300,0
2018-02-11,"8,559.70","8,564.20","7,843.70","8,081.90",8559700,0
2018-02-12,"8,083.60","8,984.90","8,083.60","8,903.50",8083600,0
2018-02-13,"8,906.20","8,942.70","8,378.00","8,539.20",8906200,0
2018-02-14,"8,542.60","9,500.00","8,541.60","9,476.30",8542600,0
2018-02-15,"9,475.60","10,206.80","9,348.50","10,037.30",9475600,0
2018-02-16,"10,031.30","10,294.30","9,707.70","10,178.70",10031300,0
2018-02-17,"10,177.30","11,095.90","10,070.90","11,073.50",10177300,0
2018-02-18,"11,073.70","11,271.60","10,137.20","10,398.80",11073700,0
2018-02-19,"10,396.60","11,250.50","10,324.80","11,169.40",10396600,0
2018-02-20,"11,169.70","11,791.50","11,119.90","11,238.70",11169700,0
2018-02-21,"11,240.90","11,289.70","10,252.20","10,473.00",11240900,0
2018-02-22,"10,470.10","10,930.20","9,743.90","9,841.70",10470100,0
2018-02-23,"9,840.60","10,419.10","9,597.80","10,170.40",9840600,0
2018-02-24,"10,163.80","10,506.10","9,394.50","9,704.30",10163800,0
2018-02-25,"9,703.10","9,860.30","9,330.10","9,585.20",9703100,0
2018-02-26,"9,590.90","10,378.40","9,410.30","10,285.10",9590900,0
2018-02-27,"10,287.80","10,867.20","10,120.50","10,594.40",10287800,0
2018-02-28,"10,584.40","11,070.70","10,303.40","10,333.90",10584400,0
2018-03-01,"10,335.10","11,047.80","10,248.70","10,904.50",10335100,0
2018-03-02,"10,904.50","11,167.00","10,677.10","10,827.70",10904500,0
2018-03-03,"10,822.50","11,420.70","9,585.50","11,402.30",10822500,0
2018-03-04,"11,402.80","11,490.30","10,878.40","11,416.50",11402800,0
2018-03-05,"11,415.70","11,506.90","11,281.20","11,330.60",11415700,0
